text,clean_text,actual_sentiment,predicted_sentiment,error_type,confidence,negative_probability,positive_probability,text_length,word_count
"@manicsocratic Well since none of us are spider sexers, we'll probably never know. ","<USER> Well since none of us are spider sexers, we'll probably never know.",0,1,false_positive,0.6378463751287341,0.3621536248712659,0.6378463751287341,74,13
11/15 on the rat muscle quiz ,11/15 on the rat muscle quiz,0,1,false_positive,0.5872829073124136,0.4127170926875864,0.5872829073124136,28,6
@bbrathwaite @randomnickname If either of you had any idea of what I have further planned for my hobby...   Games aren't my endgame. hee!,<USER> <USER> If either of you had any idea of what I have further planned for my hobby... Games aren't my endgame. hee!,1,0,false_negative,0.5741866663362627,0.5741866663362627,0.42581333366373736,120,23
"My body is in pain from serious workouts this week.  This is good, right?","My body is in pain from serious workouts this week. This is good, right?",1,0,false_negative,0.5423623119815436,0.5423623119815436,0.4576376880184564,72,14
@Angel42579  whad ya say.....brrrrrring.....brrrrring....brrrrrring...LOL my poor whittle hormonal mind!  Im hangin with the best tho! ,<USER> whad ya say.....brrrrrring.....brrrrring....brrrrrring...LOL my poor whittle hormonal mind! Im hangin with the best tho!,1,0,false_negative,0.6096890602495053,0.6096890602495053,0.3903109397504947,127,15
"@khiamme, I miss you khiamme ","<USER>, I miss you khiamme",1,0,false_negative,0.9349673185394471,0.9349673185394471,0.06503268146055288,26,5
@LizMyxx okay...just eat cookies &amp;&amp; not share with me lol ,<USER> okay...just eat cookies && not share with me lol,0,1,false_positive,0.7186469178105488,0.2813530821894512,0.7186469178105488,55,10
"This wonderful rain, i want 2 stand outside &amp; get really wet, think i need it. ","This wonderful rain, i want 2 stand outside & get really wet, think i need it.",1,0,false_negative,0.7743765023176914,0.7743765023176914,0.22562349768230866,78,16
@emnem91 read that one already  It's really good.  Any others?,<USER> read that one already It's really good. Any others?,0,1,false_positive,0.7429211973970027,0.2570788026029973,0.7429211973970027,58,10
sometimes having high quality headphones sucks... a bunch of older mp3's sound like they're stuck bouncing around a hollow tin box..haha ,sometimes having high quality headphones sucks... a bunch of older mp3's sound like they're stuck bouncing around a hollow tin box..haha,1,0,false_negative,0.7174080948524034,0.7174080948524034,0.2825919051475966,136,21
@mac_in_TO lol! it's not for us...   but it is pretty cool!,<USER> lol! it's not for us... but it is pretty cool!,0,1,false_positive,0.8525372194856513,0.1474627805143487,0.8525372194856513,53,11
@larindavictoria btw he's not our math teacher ANYMORE ,<USER> btw he's not our math teacher ANYMORE,1,0,false_negative,0.8065656331473519,0.8065656331473519,0.19343436685264817,44,8
"@missiondisrict gutted I cant make it tomorrow, exams suck! hope you're all well and your is fab, sending my love to all of you  x x x","<USER> gutted I cant make it tomorrow, exams suck! hope you're all well and your is fab, sending my love to all of you x x x",1,0,false_negative,0.8541935629935207,0.8541935629935207,0.14580643700647927,124,27
free choon as no one wants to release my stuff  http://www.zshare.net/audio/6077425877af12aa/,free choon as no one wants to release my stuff <URL>,1,0,false_negative,0.6975858852297127,0.6975858852297127,0.30241411477028735,52,11
@davidwynne I have a friend who does it on purpose just to irritate me. ,<USER> I have a friend who does it on purpose just to irritate me.,0,1,false_positive,0.5547625839425852,0.44523741605741485,0.5547625839425852,66,14
oh no davidarchie has overtaken @tommcfly in the choice of mr twitter universe  Dudes you must vote !!! ;),oh no davidarchie has overtaken <USER> in the choice of mr twitter universe Dudes you must vote !!! ;),0,1,false_positive,0.5299206954943211,0.4700793045056789,0.5299206954943211,102,19
@amon91 Just people tbh ,<USER> Just people tbh,0,1,false_positive,0.7741075029392872,0.2258924970607128,0.7741075029392872,22,4
"@IrishJonasFan sorry, iPhone died. It'll be fine hun ","<USER> sorry, iPhone died. It'll be fine hun",1,0,false_negative,0.938416452334042,0.938416452334042,0.06158354766595792,44,8
@Carl_Ingalls No - if we respond in kind we are no better than they are. We cannot abandon our standards or all will be lost! ,<USER> No - if we respond in kind we are no better than they are. We cannot abandon our standards or all will be lost!,1,0,false_negative,0.6423775387518558,0.6423775387518558,0.35762246124814423,118,25
going to bed! lets hope i don't sleep in too late! i need to get stuff done ,going to bed! lets hope i don't sleep in too late! i need to get stuff done,1,0,false_negative,0.5101679073230618,0.5101679073230618,0.4898320926769382,75,17
"@felicityfuller fine thanks, just narked that it's a glorious day and i'll be at work ","<USER> fine thanks, just narked that it's a glorious day and i'll be at work",0,1,false_positive,0.7076951587081529,0.2923048412918471,0.7076951587081529,76,15
I've just resigned from teaching at college ,I've just resigned from teaching at college,0,1,false_positive,0.5614493727347267,0.4385506272652733,0.5614493727347267,43,7
"Twitter falling over, Spymaster is broken and FlickChart is snoozing off slowly. Time for bed. Night all!  http://bit.ly/wrLQC","Twitter falling over, Spymaster is broken and FlickChart is snoozing off slowly. Time for bed. Night all! <URL>",1,0,false_negative,0.5827008674089711,0.5827008674089711,0.41729913259102885,111,18
"@Tittch Negatory, to that. Oh well, we'll just have to eagerly await publication of said photo. ","<USER> Negatory, to that. Oh well, we'll just have to eagerly await publication of said photo.",0,1,false_positive,0.6121121563447495,0.38788784365525053,0.6121121563447495,94,16
@kittenishgirl  I hope you are okay!,<USER> I hope you are okay!,0,1,false_positive,0.6782992966235779,0.3217007033764221,0.6782992966235779,27,6
Out the shower now.  Drying off and getting dressed,Out the shower now. Drying off and getting dressed,1,0,false_negative,0.6170832777429409,0.6170832777429409,0.3829167222570591,50,9
"@Archielover14 Lol, that's funny. There must be something stopping the Angels! ","<USER> Lol, that's funny. There must be something stopping the Angels!",0,1,false_positive,0.9487284224865072,0.05127157751349276,0.9487284224865072,70,11
@kellyshibari yes!  ugh!  I'm here till 1am.  Bleh.  What are you up to tonight daaaaarling? ,<USER> yes! ugh! I'm here till 1am. Bleh. What are you up to tonight daaaaarling?,1,0,false_negative,0.7295539509434166,0.7295539509434166,0.2704460490565835,81,15
Anyone elses match just switch to the New Zealand game on BBC3?? ,Anyone elses match just switch to the New Zealand game on BBC3??,0,1,false_positive,0.6966882861687368,0.3033117138312632,0.6966882861687368,64,12
"@Jayman888 Just alittle tweet, 4 when you get home. Hope it was a good day. Been really quiet in tweet world 2day. ","<USER> Just alittle tweet, 4 when you get home. Hope it was a good day. Been really quiet in tweet world 2day.",0,1,false_positive,0.8029714101543148,0.19702858984568516,0.8029714101543148,110,22
@ehverbear No you're not.  What season are you now? I never stop thinking about Grey's. And never will. ,<USER> No you're not. What season are you now? I never stop thinking about Grey's. And never will.,1,0,false_negative,0.840366705365608,0.840366705365608,0.159633294634392,98,18
"@DirtyDiva it ain't the burn what's hot there, missy.  ","<USER> it ain't the burn what's hot there, missy.",1,0,false_negative,0.8428504424244816,0.8428504424244816,0.1571495575755184,49,9
"El Nino is Fernando Torres. Mr. Freckles.  He is cute alright. But he plays for Loserfools. Urgh! :S Don't call Torres, Nando!","El Nino is Fernando Torres. Mr. Freckles. He is cute alright. But he plays for Loserfools. Urgh! :S Don't call Torres, Nando!",1,0,false_negative,0.6221270941561301,0.6221270941561301,0.37787290584386984,125,22
@talkrubbish Aw thanks..im just bout to head up to bed in next 5 mins! Enjoy the beers! Boohoo!  LOL xx,<USER> Aw thanks..im just bout to head up to bed in next 5 mins! Enjoy the beers! Boohoo! LOL xx,0,1,false_positive,0.9430484333519129,0.05695156664808709,0.9430484333519129,96,20
@tantonik I WAS married. Then I chewed my leg off and got away! ,<USER> I WAS married. Then I chewed my leg off and got away!,1,0,false_negative,0.8218378152076784,0.8218378152076784,0.17816218479232163,60,13
"@mcflyharry... heard you went over to campers at wolverhampton.. come over to me at portsmouth, im camping  &amp;&amp; come back to my house again","<USER>... heard you went over to campers at wolverhampton.. come over to me at portsmouth, im camping && come back to my house again",1,0,false_negative,0.6605618836342104,0.6605618836342104,0.3394381163657895,132,24
i wanna know how he hugs her with that huge bump! awww ,i wanna know how he hugs her with that huge bump! awww,1,0,false_negative,0.8430971375391592,0.8430971375391592,0.1569028624608408,54,12
"Ah, Twitter seems to be working again ","Ah, Twitter seems to be working again",1,0,false_negative,0.7074814031039256,0.7074814031039256,0.2925185968960744,37,7
@xotaylor Hahaha it's okay I totally love you! I just doooooon't love Twilight...at all ,<USER> Hahaha it's okay I totally love you! I just doooooon't love Twilight...at all,0,1,false_positive,0.9440330731166817,0.05596692688331828,0.9440330731166817,84,14
@danadearmond I luv u. I CALLED and CALLED ,<USER> I luv u. I CALLED and CALLED,0,1,false_positive,0.7219773652226555,0.27802263477734446,0.7219773652226555,35,8
@CajunFerreira im great! Ive been busy too... unpacking and looking for a car to buy!! ,<USER> im great! Ive been busy too... unpacking and looking for a car to buy!!,1,0,false_negative,0.6214079465518206,0.6214079465518206,0.37859205344817937,78,15
@sarah_janes put them on my comp and then bluetooth them to phone...gonna do some now ,<USER> put them on my comp and then bluetooth them to phone...gonna do some now,1,0,false_negative,0.5838049430402189,0.5838049430402189,0.4161950569597811,79,15
@RiskyBusinessMB Must you gents always drive right through the OC without stopping for a visit? Makes me feel like you don't love us. ,<USER> Must you gents always drive right through the OC without stopping for a visit? Makes me feel like you don't love us.,0,1,false_positive,0.6300875757091715,0.3699124242908285,0.6300875757091715,123,23
@marginatasnaily in a little village in the sticks!!  theres 5 buses a day to colchester town! xx,<USER> in a little village in the sticks!! theres 5 buses a day to colchester town! xx,0,1,false_positive,0.6015910047532639,0.3984089952467361,0.6015910047532639,86,17
doing nothing in class cuz were such bad asses ,doing nothing in class cuz were such bad asses,1,0,false_negative,0.9124063080395934,0.9124063080395934,0.08759369196040662,46,9
@KaylaKeyes that'd be good... then people could see your makeup there too hehe.  I totally fail at eye shadow ,<USER> that'd be good... then people could see your makeup there too hehe. I totally fail at eye shadow,0,1,false_positive,0.6984338588942024,0.3015661411057976,0.6984338588942024,103,19
@leonkay good morning! hope you have a brilliant day - bought a lottery tkt but still here at work lol ,<USER> good morning! hope you have a brilliant day - bought a lottery tkt but still here at work lol,0,1,false_positive,0.8622378350346431,0.13776216496535687,0.8622378350346431,100,20
@Gem_W i've not been happy since about 7 this morning. we established earlier it was my period ,<USER> i've not been happy since about 7 this morning. we established earlier it was my period,1,0,false_negative,0.7235680641438742,0.7235680641438742,0.27643193585612585,94,17
@sharonrocks96 hahahaa youÂ¡re sooo far ,<USER> hahahaa youÂ¡re sooo far,0,1,false_positive,0.667015305506462,0.33298469449353796,0.667015305506462,31,5
@itz_cookie I been looking for you all day Pretty Lady! I missed you and @Its_roXXX like crazy today! ,<USER> I been looking for you all day Pretty Lady! I missed you and <USER> like crazy today!,0,1,false_positive,0.737483948572382,0.262516051427618,0.737483948572382,92,18
T.G.I.FRIDAYS HERE WE COME ,T.G.I.FRIDAYS HERE WE COME,1,0,false_negative,0.5787723001679391,0.5787723001679391,0.4212276998320609,26,4
@twilightfairy I came back from Rohtang pass.It was a short trip so could not go to Laddhakh.  We can plan together A photographic journey,<USER> I came back from Rohtang pass.It was a short trip so could not go to Laddhakh. We can plan together A photographic journey,0,1,false_positive,0.7638828773837204,0.2361171226162796,0.7638828773837204,129,24
"@thecraigmorris No, it's milk gravy with bits of American breakfast sausage in it. And, not british biscuits...cuz that would be sick ","<USER> No, it's milk gravy with bits of American breakfast sausage in it. And, not british biscuits...cuz that would be sick",1,0,false_negative,0.5000929511737193,0.5000929511737193,0.49990704882628073,124,21
In all weather last night I forgot to watch Denver beat Dallas. Go Nuggets! ,In all weather last night I forgot to watch Denver beat Dallas. Go Nuggets!,1,0,false_negative,0.8538093671227623,0.8538093671227623,0.1461906328772377,75,14
"@ai_nante No lovey, you're wrong. But goodnight to you on here anyways ","<USER> No lovey, you're wrong. But goodnight to you on here anyways",0,1,false_positive,0.8217139651779758,0.1782860348220242,0.8217139651779758,67,12
"So my dad just bathed my dog, Pepsi. WARNING- RUNNING WET DOG. Time to attack her with a towel ","So my dad just bathed my dog, Pepsi. WARNING- RUNNING WET DOG. Time to attack her with a towel",1,0,false_negative,0.5494086392465957,0.5494086392465957,0.45059136075340434,94,19
@fentonslee mine either - I get away with it because we have another on the way and he doesn't do laundry ,<USER> mine either - I get away with it because we have another on the way and he doesn't do laundry,1,0,false_negative,0.8203377078912396,0.8203377078912396,0.17966229210876036,100,21
with @punkphink88 in my house! We HAD TO go from Palms!  but still having fun with rollercoaster games... It's SO FUNNY!,with <USER> in my house! We HAD TO go from Palms! but still having fun with rollercoaster games... It's SO FUNNY!,0,1,false_positive,0.6857178864918767,0.3142821135081233,0.6857178864918767,113,21
I wondering if I should take a nap ,I wondering if I should take a nap,1,0,false_negative,0.5537128757458223,0.5537128757458223,0.44628712425417777,34,8
@Krucial where my bday love  can I get a shout out?,<USER> where my bday love can I get a shout out?,0,1,false_positive,0.5252340770542198,0.47476592294578024,0.5252340770542198,48,11
"@aneehan ha, as do I. you seriously MUST visit the east coast, you won't be disappointed ","<USER> ha, as do I. you seriously MUST visit the east coast, you won't be disappointed",1,0,false_negative,0.6578449959127932,0.6578449959127932,0.3421550040872068,86,16
@bekkkiiieeee_xo are you suffering from heartbreak?  or just enjoying a great afternoon with Drew barrymore?,<USER> are you suffering from heartbreak? or just enjoying a great afternoon with Drew barrymore?,0,1,false_positive,0.6436496178001314,0.3563503821998686,0.6436496178001314,97,15
Mum Might bring me to the overnight Cancer Walk Cuz I want to take Pictures ,Mum Might bring me to the overnight Cancer Walk Cuz I want to take Pictures,1,0,false_negative,0.80936641086279,0.80936641086279,0.19063358913720996,75,15
@AmyriadfthINGs *sobs!* NO CARROTS.  Gosh I hope Ivan hurries up.  I want to see O in his...his...outfit.   (Or rather lack of.),<USER> *sobs!* NO CARROTS. Gosh I hope Ivan hurries up. I want to see O in his...his...outfit. (Or rather lack of.),1,0,false_negative,0.8917809591369019,0.8917809591369019,0.10821904086309804,115,21
@ThisIsRobThomas props to Mari... She deserves 'em! Gorgeous... I can't grow anything... ,<USER> props to Mari... She deserves 'em! Gorgeous... I can't grow anything...,0,1,false_positive,0.6631350797142531,0.3368649202857469,0.6631350797142531,78,12
@joeymcintyre I got mine! LIGITAMATLY too It's already being shared   (not by ME of course) Love the credits. So sweet. You're so amazing.,<USER> I got mine! LIGITAMATLY too It's already being shared (not by ME of course) Love the credits. So sweet. You're so amazing.,0,1,false_positive,0.950946642736274,0.04905335726372595,0.950946642736274,129,23
"@Joshyxspicenz Yeah, I wish that too! I voted for him a lot &amp; was suprised he was in the btm2!  I dialed 18664365710 via landline a lot!","<USER> Yeah, I wish that too! I voted for him a lot & was suprised he was in the btm2! I dialed 18664365710 via landline a lot!",0,1,false_positive,0.6233072244648225,0.37669277553517755,0.6233072244648225,127,27
I just spilled my wine all over the kitchen table.  Skylar = fail.    Loving tonight though... great fun!   Feminism for the win!,I just spilled my wine all over the kitchen table. Skylar = fail. Loving tonight though... great fun! Feminism for the win!,0,1,false_positive,0.7157215931552704,0.2842784068447296,0.7157215931552704,123,22
Someone reminded me of the Oompa Loompas today! ,Someone reminded me of the Oompa Loompas today!,1,0,false_negative,0.5287025307282314,0.5287025307282314,0.4712974692717686,47,8
"Yea, just water  http://twitpic.com/7uzqo","Yea, just water <URL>",0,1,false_positive,0.5998744309220518,0.40012556907794816,0.5998744309220518,21,4
@CruciFire i wouldn't say too much. i drank just the right amount of stuff to make me do crazy things. had one red bull too many though!! ,<USER> i wouldn't say too much. i drank just the right amount of stuff to make me do crazy things. had one red bull too many though!!,1,0,false_negative,0.8140531398747781,0.8140531398747781,0.18594686012522188,133,27
@meerii You can lick my toe and then something else  But toe first!,<USER> You can lick my toe and then something else But toe first!,1,0,false_negative,0.5169360753275762,0.5169360753275762,0.4830639246724237,65,13
Could I ask a favor: Please pray for my dear friends grandpa. He goes in for heart surgery on Monday. Such a sweetie guy. big teddy bear ,Could I ask a favor: Please pray for my dear friends grandpa. He goes in for heart surgery on Monday. Such a sweetie guy. big teddy bear,1,0,false_negative,0.7200317053739211,0.7200317053739211,0.2799682946260789,136,27
"@damana that, and I miss my V8. But I don't miss paying for it, insuring it, or filling it ","<USER> that, and I miss my V8. But I don't miss paying for it, insuring it, or filling it",1,0,false_negative,0.9915023973688836,0.9915023973688836,0.008497602631116461,89,19
"my replies to u are a bit boring for u to tweet me back, sorry.  tell Caleb &amp; Austin to greet me too so they'll get pwned too. ","my replies to u are a bit boring for u to tweet me back, sorry. tell Caleb & Austin to greet me too so they'll get pwned too.",1,0,false_negative,0.933471694308139,0.933471694308139,0.06652830569186101,125,28
@ChesterBe PS: 5:15 am??    You've got me beat. I'll just stick to my 6:30 routine (yuck).,<USER> PS: 5:15 am?? You've got me beat. I'll just stick to my 6:30 routine (yuck).,0,1,false_positive,0.5561880744111067,0.44381192558889326,0.5561880744111067,83,16
@bradiewebbstack nutbush is a stupid dance with crap funky music ,<USER> nutbush is a stupid dance with crap funky music,1,0,false_negative,0.7387629146685772,0.7387629146685772,0.2612370853314228,54,10
drinking my @fijiwater right now  the minerals in it help with sore muscles ,drinking my <USER> right now the minerals in it help with sore muscles,1,0,false_negative,0.8038647673057223,0.8038647673057223,0.19613523269427766,70,13
@brendonuriesays that CTD song is the most annoying song ever. ,<USER> that CTD song is the most annoying song ever.,0,1,false_positive,0.7116804820438403,0.28831951795615973,0.7116804820438403,52,10
Either the train malfunctioned or there's an Elmo attack. We're being &quot;evacuated&quot; off this train. O.O  O.O,"Either the train malfunctioned or there's an Elmo attack. We're being ""evacuated"" off this train. O.O O.O",1,0,false_negative,0.7660151238026518,0.7660151238026518,0.2339848761973482,105,17
Juttht back from tha dentitht. So muthtcht fun ,Juttht back from tha dentitht. So muthtcht fun,0,1,false_positive,0.8226677606666662,0.17733223933333375,0.8226677606666662,46,8
"@lloydaustins, hmm, don't suppose canal breeze quite does it then ","<USER>, hmm, don't suppose canal breeze quite does it then",1,0,false_negative,0.5197200380828746,0.5197200380828746,0.48027996191712546,58,10
Studying out in the sun ,Studying out in the sun,1,0,false_negative,0.6254115683325101,0.6254115683325101,0.3745884316674899,23,5
Mp pet results to be declared today evening or tomorow morning  more to w8,Mp pet results to be declared today evening or tomorow morning more to w8,0,1,false_positive,0.6227026232857018,0.3772973767142982,0.6227026232857018,73,14
@drewryanscott ugh..Twit  haha I hope you get some sleep on the plane if you can ;P,<USER> ugh..Twit haha I hope you get some sleep on the plane if you can ;P,0,1,false_positive,0.7344857438259211,0.26551425617407887,0.7344857438259211,74,16
"@gypsytea77 @titicuervo @belchin_bitch don't ruin the fantasy. for realz, yo ","<USER> <USER> <USER> don't ruin the fantasy. for realz, yo",1,0,false_negative,0.5150703646459909,0.5150703646459909,0.4849296353540091,58,10
Problem with config at one of our customers meant emails were starting âDear Firstname Lastname (null)â - French customers not impressed ,Problem with config at one of our customers meant emails were starting âDear Firstname Lastname (null)â - French customers not impressed,1,0,false_negative,0.6498680548426006,0.6498680548426006,0.35013194515739937,140,21
@hallrm because some of them probably genuinely have no idea they have to stop at a red light! Nice to cycle to work though. ,<USER> because some of them probably genuinely have no idea they have to stop at a red light! Nice to cycle to work though.,1,0,false_negative,0.705535473830646,0.705535473830646,0.29446452616935404,123,24
@Jayman888 they are not to bad at the moment  enjoy your trip,<USER> they are not to bad at the moment enjoy your trip,1,0,false_negative,0.524672416230877,0.524672416230877,0.475327583769123,56,12
"Who is going THIBILS gathering tomorrow? I am, glad I got paid yesterday. @miamii oh baby ","Who is going THIBILS gathering tomorrow? I am, glad I got paid yesterday. <USER> oh baby",0,1,false_positive,0.5342777682199182,0.46572223178008176,0.5342777682199182,88,16
wrote a little test in english today. i didn't know the word 'train conductor' so i just wrote 'station worker' muhahaha ,wrote a little test in english today. i didn't know the word 'train conductor' so i just wrote 'station worker' muhahaha,1,0,false_negative,0.627306617653806,0.627306617653806,0.3726933823461939,120,21
@LindzeyNichole haha okay now i know what u mean. AH i love him and it is!!!!!! okay awesome. im sorry i haven't been much help out all ,<USER> haha okay now i know what u mean. AH i love him and it is!!!!!! okay awesome. im sorry i haven't been much help out all,0,1,false_positive,0.6234947183020102,0.3765052816979898,0.6234947183020102,126,27
Standing in a bank queue. A very long bank queue ,Standing in a bank queue. A very long bank queue,0,1,false_positive,0.5967353307643086,0.4032646692356914,0.5967353307643086,48,10
@amysav83 @aerobic247 yes gang up on me  I was thinking more wasp/bee,<USER> <USER> yes gang up on me I was thinking more wasp/bee,0,1,false_positive,0.6573277522901717,0.3426722477098283,0.6573277522901717,60,12
"@TamekaRaymond I'm ok, how r u? I been goin IN 2 day. No twitter just PRAYING like my mama and nem  I needed 2 hear from God 2dayMo","<USER> I'm ok, how r u? I been goin IN 2 day. No twitter just PRAYING like my mama and nem I needed 2 hear from God 2dayMo",1,0,false_negative,0.5924291607467921,0.5924291607467921,0.4075708392532079,122,28
hahaha my twitter background scares me ,hahaha my twitter background scares me,1,0,false_negative,0.6121405914116992,0.6121405914116992,0.3878594085883008,38,6
@shaundiviney better come to Tassie :@  :@ ,<USER> better come to Tassie :@ :@,0,1,false_positive,0.6754006630298725,0.32459933697012755,0.6754006630298725,34,7
"@RopeMarksMuse Yes she is! :-D Of course, never go anywhere without her... ehm. And we're there friday and saturday. Sunday drive we home ","<USER> Yes she is! :-D Of course, never go anywhere without her... ehm. And we're there friday and saturday. Sunday drive we home",0,1,false_positive,0.6382447291521055,0.3617552708478945,0.6382447291521055,129,23
@toooby grease lightning always haunt me of andro hunt  and the toilet scrub flower you gave me. AHAHAHA,<USER> grease lightning always haunt me of andro hunt and the toilet scrub flower you gave me. AHAHAHA,0,1,false_positive,0.5777979328606498,0.42220206713935016,0.5777979328606498,102,18
@LM_HyperIsGood i know! YAY!! sry i had to leave 4 a little bit  yes! i loved the streams way more! i know so do i :') &lt;--happy crying lol,<USER> i know! YAY!! sry i had to leave 4 a little bit yes! i loved the streams way more! i know so do i :') <--happy crying lol,0,1,false_positive,0.639061474510498,0.360938525489502,0.639061474510498,128,29
enuf' of reading. i'm getting my 10 hours of sleep now. ahh perfect weather! cold &amp; windy  &lt;3,enuf' of reading. i'm getting my 10 hours of sleep now. ahh perfect weather! cold & windy <3,1,0,false_negative,0.5875771275928059,0.5875771275928059,0.41242287240719416,92,18
@MaitresseP and i dont care that she didnt win ,<USER> and i dont care that she didnt win,1,0,false_negative,0.8870073353809391,0.8870073353809391,0.11299266461906084,41,9
"@Emma300 it's not,,, I think it turned my mother inlaw on !!!!!!!! ","<USER> it's not,,, I think it turned my mother inlaw on !!!!!!!!",1,0,false_negative,0.5587620987558449,0.5587620987558449,0.4412379012441551,64,12
Galway is back on!! ,Galway is back on!!,0,1,false_positive,0.6185007482079021,0.38149925179209787,0.6185007482079021,19,4
@ClaireBoyles That's where my ancestors are all from - But I could never get the accent right ,<USER> That's where my ancestors are all from - But I could never get the accent right,1,0,false_negative,0.7826256235108874,0.7826256235108874,0.2173743764891126,86,17
i have issues ,i have issues,1,0,false_negative,0.9171065674051094,0.9171065674051094,0.08289343259489061,13,3
BB: @JoeSmithKGW is also down with the Bellagio &quot;camping.&quot; He is pestering me now-- asking-- why can't #dawnpatrol eat SUN CHIPS! #NoJoe ,"BB: <USER> is also down with the Bellagio ""camping."" He is pestering me now-- asking-- why can't dawnpatrol eat SUN CHIPS! NoJoe",1,0,false_negative,0.7782708537975492,0.7782708537975492,0.22172914620245074,128,22
@Sweetpea4kids My work for the night.. now i've got 3 wash loads to compete before i can go to bed  Thank god for the 30min cycle! LOL,<USER> My work for the night.. now i've got 3 wash loads to compete before i can go to bed Thank god for the 30min cycle! LOL,0,1,false_positive,0.640050407931346,0.35994959206865396,0.640050407931346,125,27
"(@Keppler) Note to self, review your tweets before pressing send. There is a big difference between 'by' and 'buy.' ","(<USER>) Note to self, review your tweets before pressing send. There is a big difference between 'by' and 'buy.'",0,1,false_positive,0.8200745641921614,0.1799254358078386,0.8200745641921614,113,19
"@MiriamCheah @mialuna1 WHOA I MISSED SOMETHING , who's making a show for jess and not for valllllllll ","<USER> <USER> WHOA I MISSED SOMETHING , who's making a show for jess and not for valllllllll",0,1,false_positive,0.5417393454475474,0.4582606545524526,0.5417393454475474,92,17
"@krazypinkminx just seems very desperate of them to offer money to do it, and to write an IE8 that's still non-standard! ","<USER> just seems very desperate of them to offer money to do it, and to write an IE8 that's still non-standard!",0,1,false_positive,0.5876109627529048,0.4123890372470952,0.5876109627529048,112,21
@jordanknight Stones gear has no place in the gym. ,<USER> Stones gear has no place in the gym.,1,0,false_negative,0.5785691066673329,0.5785691066673329,0.42143089333266714,43,9
@fromwherever: The only bad part is that I can't find any of my stuff because hes hid it away in a stack somewhere ,<USER>: The only bad part is that I can't find any of my stuff because hes hid it away in a stack somewhere,1,0,false_negative,0.9852562920503662,0.9852562920503662,0.014743707949633792,107,23
"Don't need a visa for Israel, that's good. Have heard customs horror stories (delayed in security for 6 hrs stuff) from wife's friends. ","Don't need a visa for Israel, that's good. Have heard customs horror stories (delayed in security for 6 hrs stuff) from wife's friends.",0,1,false_positive,0.564242046293583,0.435757953706417,0.564242046293583,135,23
The people at the bus stop can hear my music again - louder this time cause my window is wide open. more than before ,The people at the bus stop can hear my music again - louder this time cause my window is wide open. more than before,1,0,false_negative,0.6427566699316032,0.6427566699316032,0.35724333006839676,116,24
@Jared_Andrew that sounds like so much fun  !! Well you'll have to let me know how it goes!,<USER> that sounds like so much fun !! Well you'll have to let me know how it goes!,0,1,false_positive,0.8114957089682006,0.18850429103179944,0.8114957089682006,83,18
"@JennaMadison  No,just kind of bored at times.Eyes get tired looking at comp all the time lol ","<USER> No,just kind of bored at times.Eyes get tired looking at comp all the time lol",1,0,false_negative,0.6823643722441727,0.6823643722441727,0.3176356277558273,85,16
@jamaldajani I very much fear you are correct. ,<USER> I very much fear you are correct.,0,1,false_positive,0.8736995000585852,0.1263004999414148,0.8736995000585852,40,8
"I'm not overwhelmed with work today, so being at work isn't so bad. Means I get to talk to you lot. ","I'm not overwhelmed with work today, so being at work isn't so bad. Means I get to talk to you lot.",1,0,false_negative,0.9876088532735797,0.9876088532735797,0.012391146726420261,99,21
if you cant hide the tweetie icon why not change it   http://twitpic.com/4j92o,if you cant hide the tweetie icon why not change it <URL>,1,0,false_negative,0.6440997238439421,0.6440997238439421,0.35590027615605796,57,12
@rollingcherry just dont  im okay now,<USER> just dont im okay now,0,1,false_positive,0.5510912740287911,0.4489087259712089,0.5510912740287911,28,6
"Pasta for dinner. Yum.  Tonight, I'm going to have to do some major cramming for History. Thank gods there's no paper tomorrow. :/","Pasta for dinner. Yum. Tonight, I'm going to have to do some major cramming for History. Thank gods there's no paper tomorrow. :/",1,0,false_negative,0.5363640261157245,0.5363640261157245,0.4636359738842754,129,23
"Woohooo! I am stoked! Wheee. Though, I'm not looking forward to school ","Woohooo! I am stoked! Wheee. Though, I'm not looking forward to school",0,1,false_positive,0.5412432392092638,0.45875676079073624,0.5412432392092638,70,12
Christ last night the baby went mental !!! She sounded like a fog horn at 2 this morn  little shit but I love her ,Christ last night the baby went mental !!! She sounded like a fog horn at 2 this morn little shit but I love her,1,0,false_negative,0.510086887622757,0.510086887622757,0.489913112377243,112,24
@PeterSantilli YAY!!! ... as all who choose to NOT do right   ... even the one I voted for this time ... Thank You  and follw UR happy,<USER> YAY!!! ... as all who choose to NOT do right ... even the one I voted for this time ... Thank You and follw UR happy,0,1,false_positive,0.9921227480249396,0.007877251975060395,0.9921227480249396,123,27
"@Theheartsong Thanks heart! i found his blog by looking at your tweets, but I'm not getting any of David's now  ??","<USER> Thanks heart! i found his blog by looking at your tweets, but I'm not getting any of David's now ??",0,1,false_positive,0.6890810632587183,0.3109189367412817,0.6890810632587183,106,21
@meldrum83 lol chill out babe i know u really wanted it to be me who stayed instead lol ,<USER> lol chill out babe i know u really wanted it to be me who stayed instead lol,1,0,false_negative,0.5034849727615165,0.5034849727615165,0.4965150272384835,83,18
@CoverGirI_76 where have u been all my life? ,<USER> where have u been all my life?,1,0,false_negative,0.7750336404300919,0.7750336404300919,0.22496635956990813,37,8
