sentiment,text,duplicate_key
0,@shaki_sm I'll have a look. Do you live in the centre of Glasgow? I was born on Bellshill &amp; grew up in Bothwell. I miss Tunnocks pies  ,@shaki_sm i'll have a look. do you live in the centre of glasgow? i was born on bellshill & grew up in bothwell. i miss tunnocks pies
0,"now i have to study, study and study ! history and biology... it sucks ! but i have to do it, or i will die  bie twit, ","now i have to study, study and study ! history and biology... it sucks ! but i have to do it, or i will die bie twit,"
0,http://twitpic.com/68syn - No more food!?  hahaha! ,http://twitpic.com/68syn - no more food!? hahaha!
1,@iLoveNickJ4LIFE the same for you girl!!  but for me wont be the last one ,@ilovenickj4life the same for you girl!! but for me wont be the last one
1,"Off to look at #Python books, along with the USUAL weekly shop.  Computer book selection in #Poughkeepsie is pretty limited. ","off to look at #python books, along with the usual weekly shop. computer book selection in #poughkeepsie is pretty limited."
1,@kirchyyy aww  but a very very CONGRATS on a job well done with the rock&amp;roll marathon  frickin awesome!,@kirchyyy aww but a very very congrats on a job well done with the rock&roll marathon frickin awesome!
0,Getting ready for school - second maths test today  also its my last day of 3rd year!! Next week i will officially be in 4th year ,getting ready for school - second maths test today also its my last day of 3rd year!! next week i will officially be in 4th year
1,@AnnaCAndersson AAAAAAAAAAAAAH!!! I want one too!!!!  how much did u pay for it? Any special functions.. TELL ME ALL ABOUT IT ,@annacandersson aaaaaaaaaaaaah!!! i want one too!!!! how much did u pay for it? any special functions.. tell me all about it
0,"Today is very cold, so cold I may have to start wearing my jeans again  yesterday was raining but I did get some good shots of ducks ","today is very cold, so cold i may have to start wearing my jeans again yesterday was raining but i did get some good shots of ducks"
0,@svn8teen Oh. Hahaha. Yeah. Good luck  Is 3rd year hard? So I should recite na ba or what? I need advice! ,@svn8teen oh. hahaha. yeah. good luck is 3rd year hard? so i should recite na ba or what? i need advice!
0,@teatotally  free shots 4 everyone!!!! and yes @mollieofficial I am quite selective  I want London to be here NOW! I miss u girls ,@teatotally free shots 4 everyone!!!! and yes @mollieofficial i am quite selective i want london to be here now! i miss u girls
0,"@DannyGirlAlways Ok I still feel kind of bad though  I will make it up to you later on, on here  I promise!!","@dannygirlalways ok i still feel kind of bad though i will make it up to you later on, on here i promise!!"
1,@latinqttwitts4u Me too!!!  but would like to avoid the humidity that comes along with it after a lot of rain ,@latinqttwitts4u me too!!! but would like to avoid the humidity that comes along with it after a lot of rain
1,@rkb09 graphics  reli need to revise for it aswell cos I want an A in it :|..got 4 left aswell..finish on wednesday ,@rkb09 graphics reli need to revise for it aswell cos i want an a in it :|..got 4 left aswell..finish on wednesday
1,Boat broken  luckily surrounded by fit men in leathers! ,boat broken luckily surrounded by fit men in leathers!
0,Good Morning Czech Republic now It's 5:17 AM  and I'm so very tired ,good morning czech republic now it's 5:17 am and i'm so very tired
1,trying to think of a few video ideas while im studying.. haha not really working out  anybody have any ideas for me? ,trying to think of a few video ideas while im studying.. haha not really working out anybody have any ideas for me?
1,"@bibblybobs nooes  well, maybe. we can have a barbeque in my back garden ","@bibblybobs nooes well, maybe. we can have a barbeque in my back garden"
1,"@toeslaughter is busy studying and she can't chat with me  It's alright since she's studying. All the best, bitch!  You can do it!","@toeslaughter is busy studying and she can't chat with me it's alright since she's studying. all the best, bitch! you can do it!"
0,"@RussellBfan90 im gona sunbathe alllllll day  i dont know how to do it hun, mysti had to talk me thru it step by step!  xxx","@russellbfan90 im gona sunbathe alllllll day i dont know how to do it hun, mysti had to talk me thru it step by step! xxx"
1,"@ShelleyForbes Aww, bless you, babes!  I wish they could find a way for us in the States to vote.  ","@shelleyforbes aww, bless you, babes! i wish they could find a way for us in the states to vote."
1,&quot;@mileycyrus&quot;you are the best!!!! I love you  can you give me your e-mail???I want to write with you but I cant,"""@mileycyrus""you are the best!!!! i love you can you give me your e-mail???i want to write with you but i cant"
1,"Wow, we have a familyof touch screens at home now =P Im getting my nano back  but I won't have the itouch nemore ","wow, we have a familyof touch screens at home now =p im getting my nano back but i won't have the itouch nemore"
1,@conchordgirl he was passing out postcards. I didn't get one  I was so bummed about my pic lol but I did buy his cd. He gives nice hugs ,@conchordgirl he was passing out postcards. i didn't get one i was so bummed about my pic lol but i did buy his cd. he gives nice hugs
0,@KyraLovesLife i cant saturday  maybe next saturday?  haha,@kyraloveslife i cant saturday maybe next saturday? haha
1,@inluu http://twitpic.com/7j63n - That's how we like it  Why do allways miss it ,@inluu http://twitpic.com/7j63n - that's how we like it why do allways miss it
1,@Emma300 I haven't  Thanks for the offer tho  I will check Amazon they are usually really good for old films,@emma300 i haven't thanks for the offer tho i will check amazon they are usually really good for old films
0,"Ugh school tomorro  but just think, we've only got 16 whole school days left  wooo!!","ugh school tomorro but just think, we've only got 16 whole school days left wooo!!"
1,Back to work. ,back to work.
1,@ashleigh92 i might of done 8) i want it to look good for you comin back baby  i miss you  not long now though ;o i love you xxx,@ashleigh92 i might of done 8) i want it to look good for you comin back baby i miss you not long now though ;o i love you xxx
0,@Vixster25 Internet 1 drawing 0 ....damn I'm backing up blackberry files which could take hours  then to the drawing preps done ,@vixster25 internet 1 drawing 0 ....damn i'm backing up blackberry files which could take hours then to the drawing preps done
0,@rdelizo35 i misplaced the link  hit it past me again and ill go and look ,@rdelizo35 i misplaced the link hit it past me again and ill go and look
0,Backkk  Omg I got eaten by nats! ,backkk omg i got eaten by nats!
1,"@PsychicVeg He is fine thx  Weather bn really hot &amp; weird last couple of days, but a nice cold wind has broken that. Humidity will suck ","@psychicveg he is fine thx weather bn really hot & weird last couple of days, but a nice cold wind has broken that. humidity will suck"
0,@mandahoofs aww if i had know we could have totally Met up!  never mind. Maybe when im in vegas! ,@mandahoofs aww if i had know we could have totally met up! never mind. maybe when im in vegas!
0,@FrankieTheSats awh franks  youll have dugs back soon  have u watched our jcge spoof we gave nick 2 give u at oxford? Xx,@frankiethesats awh franks youll have dugs back soon have u watched our jcge spoof we gave nick 2 give u at oxford? xx
1,Going to shower now. ,going to shower now.
0,"Throwing up all night, dammitt  Feeling good now though  How about those sucky soap awards? Nobody who deserves to win ever does ","throwing up all night, dammitt feeling good now though how about those sucky soap awards? nobody who deserves to win ever does"
0,"Why did the US lose the Viet war? I need some ideas for my history assigment, any feedback would be most appreciated  ;bad headache ","why did the us lose the viet war? i need some ideas for my history assigment, any feedback would be most appreciated ;bad headache"
0,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,@cha_rade oh no the economy gotcha? sorry but so happy that you got another one in la! enjoy socal! ahahaay! lol
0,"Goooood morning! hahahaha  Just woke up!  I have such an ache in my throat...!  hahahah, well hope it gets better..! Whatsup!? ","goooood morning! hahahaha just woke up! i have such an ache in my throat...! hahahah, well hope it gets better..! whatsup!?"
1,@StephCyrus09 ohkay bye  i lov you to ,@stephcyrus09 ohkay bye i lov you to
1,@JonathanRKnight that really was an awful trip!    so glad you made it safely to your place - hope you get that much needed rest.  ,@jonathanrknight that really was an awful trip! so glad you made it safely to your place - hope you get that much needed rest.
0,@Emma300 I haven't  Thanks for the offer tho  I will check Amazon they are usually really good for old films,@emma300 i haven't thanks for the offer tho i will check amazon they are usually really good for old films
0,"@tommcfly Tom  please reply me boy! haha mr.twiiter universe I love u &lt;3,THANKS FOR COMING TO ARGENTINA  I love you somuch xX","@tommcfly tom please reply me boy! haha mr.twiiter universe i love u <3,thanks for coming to argentina i love you somuch xx"
0,"@reneenay http://twitpic.com/6bjlw - Oooh, Weimaraner? They are soo pretty.  My poor little dog has to have surgery next week. ","@reneenay http://twitpic.com/6bjlw - oooh, weimaraner? they are soo pretty. my poor little dog has to have surgery next week."
1,@TravisKaimi Zaru Soba is cold buckwheat noodles with this yummy dipping sauce  anddd a bento box is a Japanese lunch box. I love food ,@traviskaimi zaru soba is cold buckwheat noodles with this yummy dipping sauce anddd a bento box is a japanese lunch box. i love food
0,still up ,still up
0,@MusicGurlJay thanks  hahaha im having so many brain farts today.really.i got up at like 3am ,@musicgurljay thanks hahaha im having so many brain farts today.really.i got up at like 3am
1,"@ParulBh wish you can come to our event  btw we're gna have live chat, so you can join us there! ","@parulbh wish you can come to our event btw we're gna have live chat, so you can join us there!"
0,@tommcfly Can you say Hola Mexicanas please please?? juust wanna say that not is hard Â¬Â¬  you forget the mexican fans ,@tommcfly can you say hola mexicanas please please?? juust wanna say that not is hard â¬â¬ you forget the mexican fans
1,Project Natal! OMGosh! Its gonna be awesome! But its gonna be at least Â£1000!  I want one now! ,project natal! omgosh! its gonna be awesome! but its gonna be at least â£1000! i want one now!
0,@teamdangerrr DANG! I WOULD FORGET TO COME ON TWITTER EVERDAY  i should make twitter my home page  LOL!,@teamdangerrr dang! i would forget to come on twitter everday i should make twitter my home page lol!
1,lunch time has been jokes  double chemistry next :| fun timesss ,lunch time has been jokes double chemistry next :| fun timesss
1,"Off to bed now, pretty tired, jobs tomorrow  but then off to see my girlfriend........ and play Sims 3  haha Night ladies and Gentlemen!","off to bed now, pretty tired, jobs tomorrow but then off to see my girlfriend........ and play sims 3 haha night ladies and gentlemen!"
1,@Impala_Guy Yeah this is really annoying  - will send u mine also next time ,@impala_guy yeah this is really annoying - will send u mine also next time
0,Mediocre #thunderstorm rolling through South West of #Poughkeepsie. I'm told this morning's which I mostly slept thru  was a classic ,mediocre #thunderstorm rolling through south west of #poughkeepsie. i'm told this morning's which i mostly slept thru was a classic
1,"@Lucy_nessa oooooh. it better not rain  if it does i'm wearing jeans, a jacket and trainers! haha. but if it's sunny - dress &amp; heels! ","@lucy_nessa oooooh. it better not rain if it does i'm wearing jeans, a jacket and trainers! haha. but if it's sunny - dress & heels!"
0,actually canny wait! sooo excited  reallly hungry  history and music next :| fun timess,actually canny wait! sooo excited reallly hungry history and music next :| fun timess
1,Still up ,still up
1,http://twitpic.com/68syn - No more food!?  hahaha! ,http://twitpic.com/68syn - no more food!? hahaha!
0,@conchordgirl he was passing out postcards. I didn't get one  I was so bummed about my pic lol but I did buy his cd. He gives nice hugs ,@conchordgirl he was passing out postcards. i didn't get one i was so bummed about my pic lol but i did buy his cd. he gives nice hugs
1,Oh hi guys... This pic made my face hurt  but I like what I'm wearing  http://yfrog.com/3of31fj,oh hi guys... this pic made my face hurt but i like what i'm wearing http://yfrog.com/3of31fj
0,@Karen_Eden They do.  But expensive.  Will keep checking to see if price comes down.,@karen_eden they do. but expensive. will keep checking to see if price comes down.
1,@cha_rade oh no the economy gotcha?  sorry but so happy that you got another one in LA!  Enjoy SoCal! Ahahaay! LOL,@cha_rade oh no the economy gotcha? sorry but so happy that you got another one in la! enjoy socal! ahahaay! lol
0,@KraseyBeauty omg. Lucky bum  Canada always miss out awesome events like those. Lolz keep us up to date tmr ,@kraseybeauty omg. lucky bum canada always miss out awesome events like those. lolz keep us up to date tmr
1,@LookingForSocks I'm sorry to hear it.  I hope you feel better soon. Snuggle up with a blanket and a sleepy movie.  It's what I do.,@lookingforsocks i'm sorry to hear it. i hope you feel better soon. snuggle up with a blanket and a sleepy movie. it's what i do.
0,"@burnbright well, can't wait  no one on my flist has star trek layout yet, so sad ","@burnbright well, can't wait no one on my flist has star trek layout yet, so sad"
1,@Fifi1976 lucky you. I envy you. I wish was away  have fun tho ,@fifi1976 lucky you. i envy you. i wish was away have fun tho
1,"@reneenay http://twitpic.com/6bjlw - Oooh, Weimaraner? They are soo pretty.  My poor little dog has to have surgery next week. ","@reneenay http://twitpic.com/6bjlw - oooh, weimaraner? they are soo pretty. my poor little dog has to have surgery next week."
1,"@MissLohan83 Tried, but she went like this---&gt;  and I caved in within seconds and bought her a fairy cake...... ","@misslohan83 tried, but she went like this---> and i caved in within seconds and bought her a fairy cake......"
1,it's killed again.   i hate workmen. what r u doin?? ,it's killed again. i hate workmen. what r u doin??
1,OOooooh Violet Hill is at 42 plays on my itunes   im gonna change that by playing it again ,ooooooh violet hill is at 42 plays on my itunes im gonna change that by playing it again
0,"@mcherrywv Yes I know  as my school reports would say 'must do much better' Ah well, just in time huh  http://myloc.me/tHq","@mcherrywv yes i know as my school reports would say 'must do much better' ah well, just in time huh http://myloc.me/thq"
1,@Irv25 me 2  BUt thanks ,@irv25 me 2 but thanks
1,@clickwindrepeat she has a bald spot on her back that she won't leave alone.    @ChiefDork whipped up the piece of couture.  ,@clickwindrepeat she has a bald spot on her back that she won't leave alone. @chiefdork whipped up the piece of couture.
1,@BananasMel  hello Mel.Maybe the helicopter was there to fight moths?joking! I needed to fight against mosquitos     have a great day ,@bananasmel hello mel.maybe the helicopter was there to fight moths?joking! i needed to fight against mosquitos have a great day
0,"ugh! I have to do four more maryknolls!  ..on the brightside,o5 more days!!! ","ugh! i have to do four more maryknolls! ..on the brightside,o5 more days!!!"
0,"@NaniWaialeale No, not Keith Olbermann, he annoy me   Anyhow, I'm hitting the hey. We will continue our tweat tmrw.  Sweet Dream ","@naniwaialeale no, not keith olbermann, he annoy me anyhow, i'm hitting the hey. we will continue our tweat tmrw. sweet dream"
0,i got a nice nap again. dreamt of archey again  always. since after the 16 ,i got a nice nap again. dreamt of archey again always. since after the 16
0,@ekaa17 @Mawiyel319 @heyyitskate sorry I left you sa confe guys. ginagamit kasi ung comp.  sorry again ,@ekaa17 @mawiyel319 @heyyitskate sorry i left you sa confe guys. ginagamit kasi ung comp. sorry again
1,@FrankieTheSats awh franks  youll have dugs back soon  have u watched our jcge spoof we gave nick 2 give u at oxford? Xx,@frankiethesats awh franks youll have dugs back soon have u watched our jcge spoof we gave nick 2 give u at oxford? xx
1,@shellrawlins we were going to the pub but fre has a tummy bug  I don't mind I like cooking ,@shellrawlins we were going to the pub but fre has a tummy bug i don't mind i like cooking
1,@chevale hell yeahh! hahaha! oh really?  be strong girlll! haha. enjoy urself! so whats for dinner? ,@chevale hell yeahh! hahaha! oh really? be strong girlll! haha. enjoy urself! so whats for dinner?
0,just got back from school.  SHEMMS!! Summer class has been officially ended.  http://plurk.com/p/wxsgy,just got back from school. shemms!! summer class has been officially ended. http://plurk.com/p/wxsgy
0,@lidles yeahh  all well mum can explain to all of them why and now she owes me like dubble sleep overss hehe ,@lidles yeahh all well mum can explain to all of them why and now she owes me like dubble sleep overss hehe
1,@AllTimeCassie i know but i wish they could  just like each day have the hustlers meet at the gk tent and then party on the bus.  i wish,@alltimecassie i know but i wish they could just like each day have the hustlers meet at the gk tent and then party on the bus. i wish
1,I'm not here this weekend...  See you monday twitters ,i'm not here this weekend... see you monday twitters
1,"@XinNixD but then again, it's the Chinese 'A's, which is tough!  Oh well, I did my best. ","@xinnixd but then again, it's the chinese 'a's, which is tough! oh well, i did my best."
0,Finished reading &quot;Seven Ancient Wonders&quot;. Still not feeling better  Wonder what's for dinner ,"finished reading ""seven ancient wonders"". still not feeling better wonder what's for dinner"
0,#jaljeera can't beat #followfriday  More People know Friday than Jaljeera ,#jaljeera can't beat #followfriday more people know friday than jaljeera
0,"@ParulBh wish you can come to our event  btw we're gna have live chat, so you can join us there! ","@parulbh wish you can come to our event btw we're gna have live chat, so you can join us there!"
0,@Teairra_Monroe TOTALLY true! You're a walking proof of that!! Quick chat  well..........HAVE FUN GIRL!!!!! ,@teairra_monroe totally true! you're a walking proof of that!! quick chat well..........have fun girl!!!!!
0,@thefalcon2k: I know! ,@thefalcon2k: i know!
1,@darker_artic sunny and 80 degrees!!!  Too bad I have to work today  What about you? How are you?,@darker_artic sunny and 80 degrees!!! too bad i have to work today what about you? how are you?
1,@J_Rhodes Loving your clip babe! Well done  Heheh... Aww I don't think I'll make it to Dallas this time ,@j_rhodes loving your clip babe! well done heheh... aww i don't think i'll make it to dallas this time
0,"@cillaaa  its okay, were seeing them on saturday too! ","@cillaaa its okay, were seeing them on saturday too!"
0,"@hanaames I'd like to be lazy but they keep on making me wake up at 7am  But I do get two afternoons off a week, so not quite a job ","@hanaames i'd like to be lazy but they keep on making me wake up at 7am but i do get two afternoons off a week, so not quite a job"
0,"@yoko71 yeah I'm surprised too  @Tisyonk I would love to have the punishment. Ok, back to rehab. My neck hurts so bad ","@yoko71 yeah i'm surprised too @tisyonk i would love to have the punishment. ok, back to rehab. my neck hurts so bad"
0,gonna try and get some sleep before i gotta head off to work. another long work week  ...can't wait til friday! karaoke and gyukaku ,gonna try and get some sleep before i gotta head off to work. another long work week ...can't wait til friday! karaoke and gyukaku
1,having the worst day ever!! ,having the worst day ever!!
0,@jepsipepsi awww rain?  it's so hot and sunny here in Ipswich ,@jepsipepsi awww rain? it's so hot and sunny here in ipswich
0,@GentleSinner Yayyy  I gots to sleep early  Leaving by 9 ,@gentlesinner yayyy i gots to sleep early leaving by 9
0,@MANDY_EMMERSON me to but cannot anymore  have a good one ,@mandy_emmerson me to but cannot anymore have a good one
1,@teatotally  free shots 4 everyone!!!! and yes @mollieofficial I am quite selective  I want London to be here NOW! I miss u girls ,@teatotally free shots 4 everyone!!!! and yes @mollieofficial i am quite selective i want london to be here now! i miss u girls
0,tonight is gonna to be soooo great!!  we the kings and hey monday!! &lt;3 quite annoyed that i cant stay at rosies house after though ,tonight is gonna to be soooo great!! we the kings and hey monday!! <3 quite annoyed that i cant stay at rosies house after though
0,"@PatrikIanPolk  Now I remember.  Why' &quot;Desperate Housewives&quot; not make better use of AW, I do not know. ","@patrikianpolk now i remember. why' ""desperate housewives"" not make better use of aw, i do not know."
1,"now i have to study, study and study ! history and biology... it sucks ! but i have to do it, or i will die  bie twit, ","now i have to study, study and study ! history and biology... it sucks ! but i have to do it, or i will die bie twit,"
1,@pepperlive...must have been a gnarly ny show....no tweets from you guys this morning  hahaha....have a blasty blast tongiht ,@pepperlive...must have been a gnarly ny show....no tweets from you guys this morning hahaha....have a blasty blast tongiht
0,I recorded 10 songs n three days. My voice is :-/ so I'm on vocal rest  but yea the songs are bizzzzzomb! ,i recorded 10 songs n three days. my voice is :-/ so i'm on vocal rest but yea the songs are bizzzzzomb!
0, back to maths. i wish i could stab it. but at least i have another red bull ,back to maths. i wish i could stab it. but at least i have another red bull
1,I recorded 10 songs n three days. My voice is :-/ so I'm on vocal rest  but yea the songs are bizzzzzomb! ,i recorded 10 songs n three days. my voice is :-/ so i'm on vocal rest but yea the songs are bizzzzzomb!
0,@ShanteCurtis idk...cuz i still have college to finish from august to december  i think i'll be there for like 10 days or 2 weeks maybe ,@shantecurtis idk...cuz i still have college to finish from august to december i think i'll be there for like 10 days or 2 weeks maybe
1,tomorrow i prepare to fail  I don't understand any of it can't wait until its ok though ,tomorrow i prepare to fail i don't understand any of it can't wait until its ok though
1,@berntina I know I thought it was great.. 3 teacup pups cornering a huge moutain lion! lol   I just hope they didn't kill the lion. ,@berntina i know i thought it was great.. 3 teacup pups cornering a huge moutain lion! lol i just hope they didn't kill the lion.
0,@BananasMel  hello Mel.Maybe the helicopter was there to fight moths?joking! I needed to fight against mosquitos     have a great day ,@bananasmel hello mel.maybe the helicopter was there to fight moths?joking! i needed to fight against mosquitos have a great day
1,"@tommcfly Tom  please reply me boy! haha mr.twiiter universe I love u &lt;3,THANKS FOR COMING TO ARGENTINA  I love you somuch xX","@tommcfly tom please reply me boy! haha mr.twiiter universe i love u <3,thanks for coming to argentina i love you somuch xx"
0,@StephCyrus09 ohkay bye  i lov you to ,@stephcyrus09 ohkay bye i lov you to
1,"Today is very cold, so cold I may have to start wearing my jeans again  yesterday was raining but I did get some good shots of ducks ","today is very cold, so cold i may have to start wearing my jeans again yesterday was raining but i did get some good shots of ducks"
1,"Goooood morning! hahahaha  Just woke up!  I have such an ache in my throat...!  hahahah, well hope it gets better..! Whatsup!? ","goooood morning! hahahaha just woke up! i have such an ache in my throat...! hahahah, well hope it gets better..! whatsup!?"
0,"@toeslaughter is busy studying and she can't chat with me  It's alright since she's studying. All the best, bitch!  You can do it!","@toeslaughter is busy studying and she can't chat with me it's alright since she's studying. all the best, bitch! you can do it!"
0,@ecaps1 bloody idiot!!   just shop him into some gay porn ,@ecaps1 bloody idiot!! just shop him into some gay porn
1,@Impala_Guy SORRY missed again - the boss was here  I will try to be in twitter later  Hope to c u too  Bye Bye!,@impala_guy sorry missed again - the boss was here i will try to be in twitter later hope to c u too bye bye!
1,just got home from the trip  it was fun but it's very very HOT there ,just got home from the trip it was fun but it's very very hot there
0,@TessMorris Hello Tess!   Got my cholestrol results! they need to come down! I was expecting that!   Other results good! ),@tessmorris hello tess! got my cholestrol results! they need to come down! i was expecting that! other results good! )
0,"I really need to talk to you @irisvarsi, cause I think I really have a serious JB fever...  ","i really need to talk to you @irisvarsi, cause i think i really have a serious jb fever..."
1,@thefalcon2k: I KNOW! ,@thefalcon2k: i know!
1,"@_ophelia danny wasn't there  just angela, craig and Robert!! Was a great day though ","@_ophelia danny wasn't there just angela, craig and robert!! was a great day though"
1,actually canny wait! sooo excited  reallly hungry  history and music next :| fun timess,actually canny wait! sooo excited reallly hungry history and music next :| fun timess
0,#NAME?,#name?
0,@MarcLittlemore aye paid for the full version of AirportMania - spent nearly a hole night on it  Will give Stoneloops a go  ta,@marclittlemore aye paid for the full version of airportmania - spent nearly a hole night on it will give stoneloops a go ta
0,Yipee my stylus was on my desk at work  Boo i'm back in work ,yipee my stylus was on my desk at work boo i'm back in work
0,Oh hi guys... This pic made my face hurt  but I like what I'm wearing  http://yfrog.com/3of31fj,oh hi guys... this pic made my face hurt but i like what i'm wearing http://yfrog.com/3of31fj
1,on way home. paintings a poop to carry. starving but penniless  hate it when this happens. so app. semester brk is 6 weeks? ,on way home. paintings a poop to carry. starving but penniless hate it when this happens. so app. semester brk is 6 weeks?
1,"@yoko71 yeah I'm surprised too  @Tisyonk I would love to have the punishment. Ok, back to rehab. My neck hurts so bad ","@yoko71 yeah i'm surprised too @tisyonk i would love to have the punishment. ok, back to rehab. my neck hurts so bad"
0,@killasluddie i knoww! i was   i accidently unfollowed u n now i realsed! ,@killasluddie i knoww! i was i accidently unfollowed u n now i realsed!
0,"Oh dear,  John has overtaken both haha and  on my top words for twitter. John's now third after xD and xP Halp please? ","oh dear, john has overtaken both haha and on my top words for twitter. john's now third after xd and xp halp please?"
1,"ugh! I have to do four more maryknolls!  ..on the brightside,o5 more days!!! ","ugh! i have to do four more maryknolls! ..on the brightside,o5 more days!!!"
1,"@DiSCOLENA no  haha, I don't know any soccer players ","@discolena no haha, i don't know any soccer players"
0,"Cried in school just now cos of Math results  Hate crying in public. Got 1st in class for English, though ","cried in school just now cos of math results hate crying in public. got 1st in class for english, though"
1,i love you ,i love you
1,"Cried in school just now cos of Math results  Hate crying in public. Got 1st in class for English, though ","cried in school just now cos of math results hate crying in public. got 1st in class for english, though"
1,"@quinnifer_ I know, makes me miss my chance with the Carter brothers  thanks! ","@quinnifer_ i know, makes me miss my chance with the carter brothers thanks!"
1,"@zaneology That's funny! He IS a clever one!  (Sad, though, that the kind of joke *I* would come up with is on a 4-year-old level  )","@zaneology that's funny! he is a clever one! (sad, though, that the kind of joke *i* would come up with is on a 4-year-old level )"
0,still in my bed with a lovely hot guy next to me!  feeling good!!! hehe!! need to begin the endless process of feeding him now! ,still in my bed with a lovely hot guy next to me! feeling good!!! hehe!! need to begin the endless process of feeding him now!
0,on way home. paintings a poop to carry. starving but penniless  hate it when this happens. so app. semester brk is 6 weeks? ,on way home. paintings a poop to carry. starving but penniless hate it when this happens. so app. semester brk is 6 weeks?
1,"Ugh.. Im tired but i don't wanna go to bed  btw, 17 Again was AWESOME!  Uh.. im so bored.  Well well, i always find something to do.. XD","ugh.. im tired but i don't wanna go to bed btw, 17 again was awesome! uh.. im so bored. well well, i always find something to do.. xd"
0,@ddlovato good luck girl! and please please please come back to ARGENTINA!! ARGENTINA!! we miss u girl  love u â¥ u r the best ,@ddlovato good luck girl! and please please please come back to argentina!! argentina!! we miss u girl love u â¥ u r the best
0,"Off to bed now, pretty tired, jobs tomorrow  but then off to see my girlfriend........ and play Sims 3  haha Night ladies and Gentlemen!","off to bed now, pretty tired, jobs tomorrow but then off to see my girlfriend........ and play sims 3 haha night ladies and gentlemen!"
1,"@zestylime A bit, yeah, thanks.  Missed Fizzy and Chris for the second day in a row, though. ","@zestylime a bit, yeah, thanks. missed fizzy and chris for the second day in a row, though."
1,@schaeferj89 OMGGG!  Do you play them all the time?! what station are you on? So i can listen!! ,@schaeferj89 omggg! do you play them all the time?! what station are you on? so i can listen!!
1,@ekaa17 @Mawiyel319 @heyyitskate sorry I left you sa confe guys. ginagamit kasi ung comp.  sorry again ,@ekaa17 @mawiyel319 @heyyitskate sorry i left you sa confe guys. ginagamit kasi ung comp. sorry again
0,I have been up all night and in tremendous amounts of pain!!  Whine over.  Pleased to see it's another beautiful day ,i have been up all night and in tremendous amounts of pain!! whine over. pleased to see it's another beautiful day
1,At the cafe without my laptop or my bag :S I feel I'm lost  can't survive without my stuff ,at the cafe without my laptop or my bag :s i feel i'm lost can't survive without my stuff
1,"@NaniWaialeale No, not Keith Olbermann, he annoy me   Anyhow, I'm hitting the hey. We will continue our tweat tmrw.  Sweet Dream ","@naniwaialeale no, not keith olbermann, he annoy me anyhow, i'm hitting the hey. we will continue our tweat tmrw. sweet dream"
0,i got growing pains in my legs which means i am getting taller  but i am losing my huggable size though ,i got growing pains in my legs which means i am getting taller but i am losing my huggable size though
1,I've been out in the sun WAAAy to much today..  But at least I got a tan! ,i've been out in the sun waaay to much today.. but at least i got a tan!
0,@billingtonart I felt the same way as the weather is the same here  ,@billingtonart i felt the same way as the weather is the same here
1,@Storm_Crow Oh dear poor @crag_du  he'll be hungry lol.  Have been successful with my google calendar/Tiff baiting ,@storm_crow oh dear poor @crag_du he'll be hungry lol. have been successful with my google calendar/tiff baiting
1,@mandahoofs aww if i had know we could have totally Met up!  never mind. Maybe when im in vegas! ,@mandahoofs aww if i had know we could have totally met up! never mind. maybe when im in vegas!
0,"@R41NBOW Ah, you got it?! It's AMAZING  Why isn't it working? ","@r41nbow ah, you got it?! it's amazing why isn't it working?"
0,"@Lucy_nessa it is! haha. aaaaaaaah. i'm gonna put my pic of me and her in too, and ask her to sign it  ashhhhh &lt;3 we need an ash pic! ","@lucy_nessa it is! haha. aaaaaaaah. i'm gonna put my pic of me and her in too, and ask her to sign it ashhhhh <3 we need an ash pic!"
1,@peterfacinelli no fair don't have an iPhone   Just an iTouch. Good luck with Nurse Jackie ,@peterfacinelli no fair don't have an iphone just an itouch. good luck with nurse jackie
0,Back to work. ,back to work.
0,@iLoveNickJ4LIFE the same for you girl!!  but for me wont be the last one ,@ilovenickj4life the same for you girl!! but for me wont be the last one
1,Good evening everyone  havent learnt my lesson and have ended up even more sunburnt  how is everyone else? xxx,good evening everyone havent learnt my lesson and have ended up even more sunburnt how is everyone else? xxx
1,Weekend is nearly over  5th last working day at work for me tomorrow  I can't wait!!,weekend is nearly over 5th last working day at work for me tomorrow i can't wait!!
0,"@Rogue_Leader It is technically morning.. Bit after 1am.. Lol. I know, I missed out  time for sleep now hopefully ","@rogue_leader it is technically morning.. bit after 1am.. lol. i know, i missed out time for sleep now hopefully"
0,@inluu http://twitpic.com/7j63n - That's how we like it  Why do allways miss it ,@inluu http://twitpic.com/7j63n - that's how we like it why do allways miss it
0,@darker_artic sunny and 80 degrees!!!  Too bad I have to work today  What about you? How are you?,@darker_artic sunny and 80 degrees!!! too bad i have to work today what about you? how are you?
0,"@despairxfactor He's my newest one  The other two are rescues, they're previous owner beat them  (Dum Dum is only 3 months in that pic)","@despairxfactor he's my newest one the other two are rescues, they're previous owner beat them (dum dum is only 3 months in that pic)"
0,"@InLuvwithJON LOL, yah we don't need you orange for Tinley  You are lucky that you are able to tan, it sucks being as pale as we are ","@inluvwithjon lol, yah we don't need you orange for tinley you are lucky that you are able to tan, it sucks being as pale as we are"
0,Boat broken  luckily surrounded by fit men in leathers! ,boat broken luckily surrounded by fit men in leathers!
